1,#genre#
职业指南,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225918/10000100000000060000000000000363_0.smil
游戏竞技,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225526/10000100000000060000000000000146_0.smil
江苏城市,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225595/10000100000000060000000000000109_0.smil
江苏综艺,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225603/10000100000000060000000000000113_0.smil
江苏公共新闻,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225607/10000100000000060000000000000114_0.smil
江苏影视,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225597/10000100000000060000000000000110_0.smil
江苏体育休闲,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225601/10000100000000060000000000000112_0.smil
江苏教育,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225623/10000100000000060000000000000122_0.smil
学习频道,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225886/10000100000000060000000000000349_0.smil
财富天下,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225585/10000100000000060000000000000103_0.smil
江苏国际,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225534/10000100000000060000000000000205_0.smil
优漫卡通,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225599/10000100000000060000000000000111_0.smil
江苏靓妆,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225609/10000100000000060000000000000115_0.smil
南京新闻,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226058/10000100000000060000000000000467_0.smil
南京十八,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225970/10000100000000060000000000000392_0.smil
无锡综合,rtsp://180.100.166.166:554/PLTV/88888888/224/3221225906/10000100000000060000000000000360_0.smil
无锡教育,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226013/10000100000000060000000000000366_0.smil
常州新闻综合,rtsp://180.100.166.166:554/PLTV/88888888/224/3221226005/10000100000000060000000000000359_0.smil
